"Brewery_id","Name.x","Beer_ID","ABV","IBU","Style","Ounces","Name.y","City","State"
69,"Suicide Blonde IPA",2514,0.07,NA,"Belgian IPA",16,"Red Shedman Farm Brewery and Hop...","Mt. Airy"," MD"
69,"Vanilla Porter",2513,0.047,25,"American Porter",16,"Red Shedman Farm Brewery and Hop...","Mt. Airy"," MD"
69,"Honey Rye",2512,0.058,18,"Rye Beer",16,"Red Shedman Farm Brewery and Hop...","Mt. Airy"," MD"
70,"Long Leaf",2511,0.071,75,"American IPA",16,"Appalachian Mountain Brewery","Boone"," NC"
70,"Honey Badger Blonde",2510,0.047,19,"American Blonde Ale",16,"Appalachian Mountain Brewery","Boone"," NC"
70,"Porter (a/k/a Black Gold Porter)",2509,0.06,23,"American Porter",16,"Appalachian Mountain Brewery","Boone"," NC"
71,"Jalapeno Pale Ale",2508,0.055,45,"American Pale Ale (APA)",16,"Birdsong Brewing Company","Charlotte"," NC"
72,"Double Duckpin",2507,0.085,90,"American Double / Imperial IPA",12,"Union Craft Brewing","Baltimore"," MD"
72,"Old Pro",2506,0.042,10,"Gose",12,"Union Craft Brewing","Baltimore"," MD"
72,"Duckpin Pale Ale",829,0.055,NA,"American Pale Ale (APA)",12,"Union Craft Brewing","Baltimore"," MD"
72,"Balt Altbier",582,0.06,NA,"Altbier",12,"Union Craft Brewing","Baltimore"," MD"
73,"Hop A-Peel",2503,0.075,115,"American Double / Imperial IPA",16,"Atwater Brewery","Detroit"," MI"
73,"Vanilla Java Porter",2502,0.055,12,"American Porter",16,"Atwater Brewery","Detroit"," MI"
73,"Michelada",2495,0.052,NA,"Fruit / Vegetable Beer",16,"Atwater Brewery","Detroit"," MI"
73,"Dirty Blonde Ale",534,0.045,8,"American Blonde Ale",12,"Atwater Brewery","Detroit"," MI"
73,"Grand Circus IPA",528,0.05,62,"American IPA",12,"Atwater Brewery","Detroit"," MI"
73,"Atwater's Lager",527,0.05,12,"Munich Helles Lager",12,"Atwater Brewery","Detroit"," MI"
74,"Hopalicious",2501,0.057,NA,"American Pale Ale (APA)",12,"Ale Asylum","Madison"," WI"
75,"Wobble",2497,0.063,69,"American IPA",16,"Two Brothers Brewing Company","Warrenville"," IL"
75,"Night Cat",2246,0.058,43,"American Dark Wheat Ale",12,"Two Brothers Brewing Company","Warrenville"," IL"
75,"Night Cat (2014)",1630,0.058,43,"American Dark Wheat Ale",12,"Two Brothers Brewing Company","Warrenville"," IL"
75,"Dog Days Lager",1284,0.051,17,"Dortmunder / Export Lager",12,"Two Brothers Brewing Company","Warrenville"," IL"
75,"Sidekick Extra Pale Ale",1121,0.051,36,"American Pale Ale (APA)",12,"Two Brothers Brewing Company","Warrenville"," IL"
75,"Atom Smasher",1042,0.077,23,"Märzen / Oktoberfest",12,"Two Brothers Brewing Company","Warrenville"," IL"
75,"Testudo",1041,0.045,NA,"Bière de Garde",12,"Two Brothers Brewing Company","Warrenville"," IL"
75,"Hobnob B & B Pale Ale",1040,0.065,NA,"American Pale Ale (APA)",12,"Two Brothers Brewing Company","Warrenville"," IL"
75,"Cane and Ebel",861,0.07,68,"American Strong Ale",12,"Two Brothers Brewing Company","Warrenville"," IL"
75,"Outlaw IPA (2015)",642,0.065,NA,"American IPA",12,"Two Brothers Brewing Company","Warrenville"," IL"
76,"Cold Press",2496,0.06,NA,"American Black Ale",12,"Bent Paddle Brewing Company","Duluth"," MN"
76,"Harness the Winter",2410,0.072,87,"American IPA",12,"Bent Paddle Brewing Company","Duluth"," MN"
76,"14° ESB ",1902,0.056,32,"Extra Special / Strong Bitter (ESB)",12,"Bent Paddle Brewing Company","Duluth"," MN"
76,"Bent Hop Golden IPA",1901,0.062,68,"American IPA",12,"Bent Paddle Brewing Company","Duluth"," MN"
76,"Bent Paddle Black Ale",1261,0.06,34,"American Black Ale",12,"Bent Paddle Brewing Company","Duluth"," MN"
76,"Venture Pils",1253,0.05,38,"German Pilsener",12,"Bent Paddle Brewing Company","Duluth"," MN"
77,"Oberon",2494,0.058,NA,"American Pale Wheat Ale",12,"Bell's Brewery","Kalamazoo"," MI"
77,"Smitten",2325,0.06,NA,"Rye Beer",16,"Bell's Brewery","Kalamazoo"," MI"
77,"Winter White",2022,0.05,NA,"Witbier",16,"Bell's Brewery","Kalamazoo"," MI"
77,"Oberon",1989,0.058,NA,"American Pale Wheat Ale",16,"Bell's Brewery","Kalamazoo"," MI"
77,"Two Hearted",1988,0.07,NA,"American IPA",16,"Bell's Brewery","Kalamazoo"," MI"
77,"Best Brown",1955,0.058,NA,"American Brown Ale",16,"Bell's Brewery","Kalamazoo"," MI"
78,"Professor Black",2490,NA,NA,"American Stout",12,"Blue Owl Brewing","Austin"," TX"
78,"Little Boss",2489,NA,NA,"American Pale Wheat Ale",12,"Blue Owl Brewing","Austin"," TX"
78,"Van Dayum!",2488,NA,NA,"American Amber / Red Ale",12,"Blue Owl Brewing","Austin"," TX"
78,"Spirit Animal",2487,NA,NA,"American Pale Ale (APA)",12,"Blue Owl Brewing","Austin"," TX"
79,"Baby Daddy Session IPA",2486,0.047,35,"American IPA",12,"Speakasy Ales & Lagers","San Francisco"," CA"
80,"Saddle Bronc Brown Ale",2485,0.048,16,"American Brown Ale",12,"Black Tooth Brewing Company","Sheridan"," WY"
80,"Bomber Mountain Amber Ale",2484,0.046,20,"American Amber / Red Ale",12,"Black Tooth Brewing Company","Sheridan"," WY"
81,"Hard Cider",2483,0.068,NA,"Cider",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Totally Radler",2482,0.027,21,"Radler",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Nonstop Hef Hop",2400,0.039,20,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Nonstop Hef Hop",2399,0.039,20,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Nonstop Hef Hop",2398,0.039,20,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Nonstop Hef Hop",2397,0.039,20,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Nonstop Hef Hop",2396,0.039,20,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Nonstop Hef Hop",2395,0.039,20,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Nonstop Hef Hop",2394,0.039,20,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Nonstop Hef Hop",2393,0.039,20,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Nonstop Hef Hop",2392,0.039,20,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Nonstop Hef Hop",2391,0.039,20,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Nonstop Hef Hop",2390,0.039,20,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Nonstop Hef Hop",2389,0.039,20,"American Pale Wheat Ale",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Rise Up Red",2388,0.058,60,"American Amber / Red Ale",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Survival Stout",2200,0.058,35,"American Stout",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Hopworks IPA",2199,0.066,75,"American IPA",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Abominable Winter Ale",2193,0.073,70,"American Strong Ale",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Pigwar White India Pale Ale",1398,0.06,60,"American White IPA",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Rise-Up Red (2014)",1085,0.058,60,"American Amber / Red Ale",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Abominable Winter Ale (2012)",916,0.073,70,"American Strong Ale",16,"Hopworks Urban Brewery","Portland"," OR"
81,"HUB Lager",658,0.051,32,"Czech Pilsener",16,"Hopworks Urban Brewery","Portland"," OR"
81,"Hopworks IPA (2012)",653,0.066,75,"American IPA",16,"Hopworks Urban Brewery","Portland"," OR"
82,"Lil' Brainless Raspberries",2477,0.052,NA,"Fruit / Vegetable Beer",12,"Epic Brewing","Denver"," CO"
82,"Element 29",2008,0.052,NA,"American Pale Ale (APA)",12,"Epic Brewing","Denver"," CO"
82,"Hop Syndrome",2004,0.05,NA,"American Pale Lager",12,"Epic Brewing","Denver"," CO"
82,"Escape to Colorado",2003,0.062,NA,"American IPA",12,"Epic Brewing","Denver"," CO"
83,"Slow Ride",2475,0.045,40,"American IPA",12,"New Belgium Brewing Company","Fort Collins"," CO"
83,"Ranger IPA",2230,0.065,70,"American IPA",12,"New Belgium Brewing Company","Fort Collins"," CO"
83,"Shift",1987,0.05,29,"American Pale Lager",12,"New Belgium Brewing Company","Fort Collins"," CO"
83,"1554 Black Lager",1978,0.056,21,"Euro Dark Lager",12,"New Belgium Brewing Company","Fort Collins"," CO"
83,"Blue Paddle",1975,0.048,NA,"Czech Pilsener",12,"New Belgium Brewing Company","Fort Collins"," CO"
83,"California Route",1737,0.055,NA,"American Amber / Red Lager",12,"New Belgium Brewing Company","Fort Collins"," CO"
83,"Snapshot",1707,0.052,NA,"American Pale Wheat Ale",16,"New Belgium Brewing Company","Fort Collins"," CO"
83,"Sunshine Wheat Beer",1690,0.048,NA,"American Pale Wheat Ale",12,"New Belgium Brewing Company","Fort Collins"," CO"
83,"Fat Tire Amber Ale",1586,0.052,18,"American Amber / Red Ale",12,"New Belgium Brewing Company","Fort Collins"," CO"
83,"Shift (1)",952,0.05,29,"American Pale Lager",12,"New Belgium Brewing Company","Fort Collins"," CO"
83,"Fat Tire Amber Ale (2011)",748,0.052,18,"American Amber / Red Ale",12,"New Belgium Brewing Company","Fort Collins"," CO"
83,"Shift",578,0.05,29,"American Pale Lager",16,"New Belgium Brewing Company","Fort Collins"," CO"
83,"Ranger IPA",564,0.065,70,"American IPA",16,"New Belgium Brewing Company","Fort Collins"," CO"
83,"Fat Tire Amber Ale",563,0.052,18,"American Amber / Red Ale",16,"New Belgium Brewing Company","Fort Collins"," CO"
83,"Ranger IPA (Current)",115,0.065,70,"American IPA",12,"New Belgium Brewing Company","Fort Collins"," CO"
83,"Sunshine Wheat Beer (2009)",72,0.048,NA,"American Pale Wheat Ale",12,"New Belgium Brewing Company","Fort Collins"," CO"
83,"Fat Tire Amber Ale (2008)",71,0.052,18,"American Amber / Red Ale",12,"New Belgium Brewing Company","Fort Collins"," CO"
84,"Nooner",2474,0.052,NA,"German Pilsener",12,"Sierra Nevada Brewing Company","Chico"," CA"
84,"Torpedo",2239,0.072,65,"American IPA",12,"Sierra Nevada Brewing Company","Chico"," CA"
84,"Yonder Bock",1919,0.06,NA,"Maibock / Helles Bock",12,"Sierra Nevada Brewing Company","Chico"," CA"
84,"CANfusion Rye Bock",1918,0.06,NA,"Rye Beer",12,"Sierra Nevada Brewing Company","Chico"," CA"
84,"Sierra Nevada Pale Ale",1905,0.056,37,"American Pale Ale (APA)",16,"Sierra Nevada Brewing Company","Chico"," CA"
84,"Old Chico Crystal Wheat",1338,0.048,26,"American Pale Wheat Ale",12,"Sierra Nevada Brewing Company","Chico"," CA"
84,"Summerfest",1295,0.05,28,"Czech Pilsener",12,"Sierra Nevada Brewing Company","Chico"," CA"
84,"Torpedo",426,0.072,65,"American IPA",16,"Sierra Nevada Brewing Company","Chico"," CA"
84,"Sierra Nevada Pale Ale",400,0.056,37,"American Pale Ale (APA)",12,"Sierra Nevada Brewing Company","Chico"," CA"
85,"U. P. Witbier",2472,NA,NA,"Witbier",12,"Keweenaw Brewing Company","Houghton"," MI"
85,"November Gale Pale Ale",779,NA,NA,"American Pale Ale (APA)",12,"Keweenaw Brewing Company","Houghton"," MI"
85,"Olde Ore Dock Scottish Ale",364,NA,NA,"Scottish Ale",12,"Keweenaw Brewing Company","Houghton"," MI"
85,"Widow Maker Black Ale",60,NA,NA,"American Brown Ale",12,"Keweenaw Brewing Company","Houghton"," MI"
85,"Lift Bridge Brown Ale",59,NA,NA,"American Brown Ale",12,"Keweenaw Brewing Company","Houghton"," MI"
85,"Pick Axe Blonde Ale",58,NA,NA,"American Blonde Ale",12,"Keweenaw Brewing Company","Houghton"," MI"
85,"Red Jacket Amber Ale",57,NA,NA,"American Amber / Red Ale",12,"Keweenaw Brewing Company","Houghton"," MI"
86,"Manitou Amber",2468,0.053,NA,"American Amber / Red Ale",16,"Brewery Terra Firma","Traverse City"," MI"
87,"Autumn Winds Fest Beer",2461,0.058,NA,"Märzen / Oktoberfest",16,"Grey Sail Brewing Company","Westerly"," RI"
87,"Captain's Daughter",2044,0.085,69,"American Double / Imperial IPA",12,"Grey Sail Brewing Company","Westerly"," RI"
88,"India Pale Ale",2460,0.063,65,"American IPA",16,"Kirkwood Station Brewing Company","Kirkwood"," MO"
88,"Blackberry Wheat",2459,0.048,11,"American Pale Wheat Ale",16,"Kirkwood Station Brewing Company","Kirkwood"," MO"
89,"312 Urban Pale Ale",2457,0.054,30,"American Pale Ale (APA)",16,"Goose Island Brewing Company","Chicago"," IL"
89,"312 Urban Pale Ale",2202,0.054,30,"American Pale Ale (APA)",12,"Goose Island Brewing Company","Chicago"," IL"
89,"312 Urban Wheat Ale",2201,0.042,18,"American Pale Wheat Ale",16,"Goose Island Brewing Company","Chicago"," IL"
89,"312 Urban Wheat Ale",1829,0.042,18,"American Pale Wheat Ale",12,"Goose Island Brewing Company","Chicago"," IL"
89,"312 Urban Wheat Ale (2012)",581,0.042,20,"American Pale Wheat Ale",12,"Goose Island Brewing Company","Chicago"," IL"
90,"Broad Brook Ale",2456,0.061,NA,"American Amber / Red Ale",16,"Broad Brook Brewing LLC","East Windsor"," CT"
91,"Lionshead",2455,0.045,NA,"American Pilsner",12,"The Lion Brewery","Wilkes-Barre"," PA"
92,"Galaxy High",2454,0.099,NA,"American Double / Imperial IPA",12,"Madtree Brewing Company","Cincinnati"," OH"
92,"Sol Drifter",2209,0.043,18,"American Blonde Ale",12,"Madtree Brewing Company","Cincinnati"," OH"
92,"Thunder Snow",2133,0.085,NA,"Winter Warmer",12,"Madtree Brewing Company","Cincinnati"," OH"
92,"The Great Pumpcan",1994,0.079,18,"Fruit / Vegetable Beer",16,"Madtree Brewing Company","Cincinnati"," OH"
92,"LIFT",1816,0.047,11,"Kölsch",12,"Madtree Brewing Company","Cincinnati"," OH"
92,"SPRYE",1815,0.05,40,"American Pale Ale (APA)",12,"Madtree Brewing Company","Cincinnati"," OH"
92,"Psychopathy",1126,0.069,70,"American IPA",12,"Madtree Brewing Company","Cincinnati"," OH"
92,"Gnarly Brown",1125,0.07,32,"American Brown Ale",12,"Madtree Brewing Company","Cincinnati"," OH"
92,"Happy Amber",1124,0.06,30,"American Amber / Red Ale",12,"Madtree Brewing Company","Cincinnati"," OH"
93,"Razz Wheat",2453,0.055,NA,"Fruit / Vegetable Beer",12,"Jackie O's Pub & Brewery","Athens"," OH"
93,"Hop Ryot",2363,0.065,NA,"American IPA",12,"Jackie O's Pub & Brewery","Athens"," OH"
93,"Mystic Mama IPA",689,0.07,NA,"American IPA",12,"Jackie O's Pub & Brewery","Athens"," OH"
93,"Firefly Amber Ale",688,0.05,NA,"American Amber / Red Ale",12,"Jackie O's Pub & Brewery","Athens"," OH"
93,"Chomolungma Honey Nut Brown Ale",687,0.067,NA,"English Brown Ale",12,"Jackie O's Pub & Brewery","Athens"," OH"
94,"Hustle",2452,0.057,42,"American Amber / Red Ale",12,"Rhinegeist Brewery","Cincinnati"," OH"
94,"Pure Fury",2451,0.055,42,"American Pale Ale (APA)",12,"Rhinegeist Brewery","Cincinnati"," OH"
94,"Dad",2132,0.06,60,"American Amber / Red Ale",12,"Rhinegeist Brewery","Cincinnati"," OH"
94,"Panther",1993,0.058,35,"American Porter",12,"Rhinegeist Brewery","Cincinnati"," OH"
94,"Franz",1992,0.052,21,"Märzen / Oktoberfest",12,"Rhinegeist Brewery","Cincinnati"," OH"
94,"Zen",1935,0.043,45,"American Pale Ale (APA)",12,"Rhinegeist Brewery","Cincinnati"," OH"
94,"Truth",1852,0.072,75,"American IPA",12,"Rhinegeist Brewery","Cincinnati"," OH"
94,"Cougar",1851,0.048,25,"American Blonde Ale",12,"Rhinegeist Brewery","Cincinnati"," OH"
95,"Self Starter",2450,0.052,67,"American IPA",16,"Warped Wing Brewing Company","Dayton"," OH"
95,"Ermal's",2223,0.054,20,"Cream Ale",16,"Warped Wing Brewing Company","Dayton"," OH"
95,"10 Ton",2222,0.07,NA,"Oatmeal Stout",16,"Warped Wing Brewing Company","Dayton"," OH"
95,"Flyin' Rye",2221,0.07,NA,"American IPA",16,"Warped Wing Brewing Company","Dayton"," OH"
96,"Flying Sailor",2449,0.073,NA,"Rye Beer",12,"Blackrocks Brewery","Marquette"," MA"
97,"Peanut Butter Jelly Time",2446,0.058,NA,"American Brown Ale",12,"Catawba Valley Brewing Company","Morganton"," NC"
97,"King Coconut",2106,0.054,NA,"American Porter",12,"Catawba Valley Brewing Company","Morganton"," NC"
98,"Troegenator",2445,0.082,NA,"Doppelbock",16,"Tröegs Brewing Company","Hershey"," PA"
98,"Nugget Nectar",2444,0.075,93,"American Amber / Red Ale",16,"Tröegs Brewing Company","Hershey"," PA"
98,"Sunshine Pils",2203,0.045,45,"American Pilsner",12,"Tröegs Brewing Company","Hershey"," PA"
98,"Troegenator Doublebock",1510,0.082,25,"Doppelbock",16,"Tröegs Brewing Company","Hershey"," PA"
98,"Perpetual IPA",1509,0.075,85,"American IPA",12,"Tröegs Brewing Company","Hershey"," PA"
99,"Cortez Gold",2442,0.05,NA,"Belgian Pale Ale",32,"Mission Brewery","San Diego"," CA"
99,"Mission IPA",2441,0.068,66,"American IPA",32,"Mission Brewery","San Diego"," CA"
99,"El Conquistador Extra Pale Ale",1460,0.048,44,"American Pale Ale (APA)",32,"Mission Brewery","San Diego"," CA"
99,"Shipwrecked Double IPA",1459,0.092,75,"American Double / Imperial IPA",32,"Mission Brewery","San Diego"," CA"
100,"Bay of Bengal Double IPA (2014)",2440,0.089,126,"American Double / Imperial IPA",12,"Christian Moerlein Brewing Company","Cincinnati"," OH"
101,"Christmas Ale",2439,0.09,NA,"Herbed / Spiced Beer",12,"West Sixth Brewing","Lexington"," KY"
101,"Pay It Forward Cocoa Porter",2356,0.07,NA,"American Porter",12,"West Sixth Brewing","Lexington"," KY"
101,"West Sixth Amber Ale",1069,0.055,NA,"American Amber / Red Ale",12,"West Sixth Brewing","Lexington"," KY"
101,"West Sixth IPA",652,NA,NA,"American IPA",12,"West Sixth Brewing","Lexington"," KY"
102,"Rhode Island Blueberry",2438,0.046,11,"Kölsch",12,"Coastal Extreme Brewing Company","Newport"," RI"
102,"Newport Storm IPA",2437,0.065,75,"American IPA",12,"Coastal Extreme Brewing Company","Newport"," RI"
102,"Hurricane Amber Ale (2004)",751,0.052,24,"American Amber / Red Ale",12,"Coastal Extreme Brewing Company","Newport"," RI"
102,"Hurricane Amber Ale",120,0.052,24,"American Amber / Red Ale",12,"Coastal Extreme Brewing Company","Newport"," RI"
103,"Amber Ale",2436,0.051,NA,"American Amber / Red Ale",12,"King Street Brewing Company","Anchorage"," AK"
103,"King Street Pilsner",1706,0.055,NA,"Czech Pilsener",12,"King Street Brewing Company","Anchorage"," AK"
103,"King Street IPA",1667,0.06,70,"American IPA",12,"King Street Brewing Company","Anchorage"," AK"
103,"King Street Hefeweizen",1666,0.057,10,"Hefeweizen",12,"King Street Brewing Company","Anchorage"," AK"
103,"King Street Blonde Ale",1665,0.049,NA,"American Blonde Ale",12,"King Street Brewing Company","Anchorage"," AK"
104,"Watermelon Ale",2435,0.05,10,"Fruit / Vegetable Beer",12,"Beer Works Brewery","Lowell"," MA"
104,"Fenway American Pale Ale",2423,0.058,45,"American Pale Ale (APA)",12,"Beer Works Brewery","Lowell"," MA"
104,"Back Bay IPA",2420,0.068,85,"American IPA",12,"Beer Works Brewery","Lowell"," MA"
104,"Bunker Hill Blueberry Ale ",2419,0.048,16,"Other",12,"Beer Works Brewery","Lowell"," MA"
105,"Peach Pale Ale",2434,0.057,40,"American Pale Ale (APA)",12,"Lone Tree Brewing Company","Lone Tree"," CO"
106,"Four String Vanilla Porter",2428,0.06,NA,"American Porter",12,"Four String Brewing Company","Columbus"," OH"
106,"Suncaster Summer Wheat",2427,0.05,28,"American Pale Wheat Ale",12,"Four String Brewing Company","Columbus"," OH"
106,"Brass Knuckle Pale Ale",2425,0.057,36,"American Pale Ale (APA)",12,"Four String Brewing Company","Columbus"," OH"
106,"Big Star White IPA",2424,0.07,70,"American White IPA",12,"Four String Brewing Company","Columbus"," OH"
107,"Clean Shave IPA",2426,0.067,70,"American IPA",12,"Glabrous Brewing Company","Pineland"," ME"
108,"Firestarter India Pale Ale",2422,0.066,72,"American IPA",12,"Bonfire Brewing Company","Eagle"," CO"
108,"Kilt Dropper Scotch Ale",1727,0.075,22,"Scotch Ale / Wee Heavy",16,"Bonfire Brewing Company","Eagle"," CO"
108,"Wood Splitter Pilsner",1614,0.048,30,"Czech Pilsener",16,"Bonfire Brewing Company","Eagle"," CO"
108,"Gyptoberfest",1613,0.056,26,"Märzen / Oktoberfest",12,"Bonfire Brewing Company","Eagle"," CO"
108,"Farmer Wirtz India Pale Ale",1549,0.07,94,"English India Pale Ale (IPA)",16,"Bonfire Brewing Company","Eagle"," CO"
108,"Slow & Steady Golden Ale",1548,0.047,NA,"American Blonde Ale",12,"Bonfire Brewing Company","Eagle"," CO"
108,"Pink-I Raspberry IPA",1517,0.068,NA,"American IPA",16,"Bonfire Brewing Company","Eagle"," CO"
108,"Moe's Original Bar B Que 'Bama Brew Golden Ale",1500,0.047,NA,"American Blonde Ale",12,"Bonfire Brewing Company","Eagle"," CO"
108,"Live Local Golden Ale",1421,0.047,NA,"American Blonde Ale",12,"Bonfire Brewing Company","Eagle"," CO"
108,"Screaming Eagle Special Ale ESB",1360,0.048,38,"Extra Special / Strong Bitter (ESB)",12,"Bonfire Brewing Company","Eagle"," CO"
108,"Dirtbag Dunkel",1184,0.049,NA,"Munich Dunkel Lager",16,"Bonfire Brewing Company","Eagle"," CO"
108,"Kindler Pale Ale",1183,0.053,45,"American Pale Ale (APA)",12,"Bonfire Brewing Company","Eagle"," CO"
108,"Mistress Winter Wheat",1023,0.064,NA,"Winter Warmer",12,"Bonfire Brewing Company","Eagle"," CO"
108,"Tent Pole Vanilla Porter",998,0.061,NA,"American Porter",16,"Bonfire Brewing Company","Eagle"," CO"
108,"Awry Rye Pale Ale",997,0.058,NA,"American Pale Ale (APA)",12,"Bonfire Brewing Company","Eagle"," CO"
108,"Demshitz Brown Ale",996,0.058,NA,"American Brown Ale",12,"Bonfire Brewing Company","Eagle"," CO"
108,"Wood Splitter Pilsner (2012)",931,0.048,NA,"Czech Pilsener",12,"Bonfire Brewing Company","Eagle"," CO"
108,"Brush Creek Blonde",798,0.048,NA,"American Blonde Ale",16,"Bonfire Brewing Company","Eagle"," CO"
108,"Firestarter India Pale Ale",633,0.066,72,"American IPA",16,"Bonfire Brewing Company","Eagle"," CO"
109,"Watermelon Ale",2421,0.051,11,"Fruit / Vegetable Beer",12,"Thomas Hooker Brewing Company","Bloomfield"," CT"
110,"4000 Footer IPA",2417,0.065,82,"American IPA",12,"Woodstock Inn, Station & Brewery","North Woodstock"," NH"
110,"Summer Brew",2306,0.028,15,"American Pilsner",12,"Woodstock Inn, Station & Brewery","North Woodstock"," NH"
111,"Consilium",2414,0.05,40,"American Pale Ale (APA)",12,"Renegade Brewing Company","Denver"," CO"
111,"Hammer & Sickle",1581,0.09,60,"Russian Imperial Stout",12,"Renegade Brewing Company","Denver"," CO"
111,"Redacted Rye IPA",1176,0.07,100,"American IPA",16,"Renegade Brewing Company","Denver"," CO"
111,"Elevation Triple India Pale Ale",1006,0.099,100,"American Double / Imperial IPA",12,"Renegade Brewing Company","Denver"," CO"
111,"5:00 O'Clock Afternoon Ale",1005,0.05,25,"American Blonde Ale",16,"Renegade Brewing Company","Denver"," CO"
111,"Ryeteous Rye IPA (2012)",636,0.07,100,"American IPA",16,"Renegade Brewing Company","Denver"," CO"
112,"Cali Creamin'",2413,0.052,21,"Cream Ale",12,"Mother Earth Brew Company","Vista"," CA"
113,"Deception",2412,0.045,16,"American Blonde Ale",12,"Black Market Brewing Company","Temecula"," CA"
113,"Blackmarket Rye IPA",1898,0.075,35,"American IPA",12,"Black Market Brewing Company","Temecula"," CA"
113,"Black Market Hefeweizen",1897,0.05,8,"Hefeweizen",12,"Black Market Brewing Company","Temecula"," CA"
113,"Aftermath Pale Ale",1896,0.058,44,"American Pale Ale (APA)",12,"Black Market Brewing Company","Temecula"," CA"
114,"Nitro Can Coffee Stout",2411,0.052,NA,"American Stout",12,"Vault Brewing Company","Yardley"," PA"
115,"Welcome to Scoville",2408,0.069,NA,"American IPA",12,"Jailbreak Brewing Company","Laurel"," MD"
116,"Rule G IPA",2407,0.07,88,"American IPA",12,"Smartmouth Brewing Company","Norfolk"," VA"
116,"Murphy's Law",2406,0.058,35,"American Amber / Red Ale",12,"Smartmouth Brewing Company","Norfolk"," VA"
116,"Alter Ego ",2405,0.062,33,"Saison / Farmhouse Ale",12,"Smartmouth Brewing Company","Norfolk"," VA"
117,"Hop in the ‘Pool Helles",2404,0.049,22,"American Pilsner",12,"Base Camp Brewing Co.","Portland"," OR"
117,"Ultra Gnar Gnar IPA",2323,0.067,60,"American IPA",12,"Base Camp Brewing Co.","Portland"," OR"
117,"In-Tents India Pale Lager",2189,0.068,62,"American Pale Lager",12,"Base Camp Brewing Co.","Portland"," OR"
117,"Lost Meridian Wit",2188,0.05,20,"Witbier",12,"Base Camp Brewing Co.","Portland"," OR"
117,"Celestial Meridian Cascadian Dark Lager",2187,0.051,45,"Euro Dark Lager",12,"Base Camp Brewing Co.","Portland"," OR"
118,"P-Town Pilsner",2403,0.04,20,"American Pilsner",12,"Alameda Brewing","Portland"," OR"
118,"Klickitat Pale Ale",2402,0.053,36,"American Pale Ale (APA)",12,"Alameda Brewing","Portland"," OR"
118,"Yellow Wolf Imperial IPA",2401,0.082,103,"American Double / Imperial IPA",12,"Alameda Brewing","Portland"," OR"
119,"Pine Belt Pale Ale",2387,0.065,45,"American Pale Ale (APA)",12,"Southern Star Brewing Company","Conroe"," TX"
119,"Walloon",2267,0.055,NA,"Saison / Farmhouse Ale",12,"Southern Star Brewing Company","Conroe"," TX"
119,"Le Mort Vivant",1740,0.069,23,"Bière de Garde",12,"Southern Star Brewing Company","Conroe"," TX"
119,"Red Cockaded Ale",1728,0.085,110,"American Double / Imperial IPA",12,"Southern Star Brewing Company","Conroe"," TX"
119,"Valkyrie Double IPA",1497,0.092,100,"American Double / Imperial IPA",12,"Southern Star Brewing Company","Conroe"," TX"
119,"Red Cockaded Ale (2013)",1011,0.085,110,"American Double / Imperial IPA",12,"Southern Star Brewing Company","Conroe"," TX"
119,"Old Potentate",1010,0.072,40,"Old Ale",12,"Southern Star Brewing Company","Conroe"," TX"
119,"Bombshell Blonde",856,0.05,20,"American Blonde Ale",16,"Southern Star Brewing Company","Conroe"," TX"
119,"PRO-AM (2012) (2012)",853,0.099,100,"American Double / Imperial IPA",12,"Southern Star Brewing Company","Conroe"," TX"
119,"Walloon (2014)",691,0.055,NA,"Saison / Farmhouse Ale",12,"Southern Star Brewing Company","Conroe"," TX"
119,"Le Mort Vivant (2011)",555,0.069,23,"Bière de Garde",12,"Southern Star Brewing Company","Conroe"," TX"
119,"Buried Hatchet Stout",46,0.083,50,"Foreign / Export Stout",12,"Southern Star Brewing Company","Conroe"," TX"
119,"Pine Belt Pale Ale",45,0.065,45,"American Pale Ale (APA)",16,"Southern Star Brewing Company","Conroe"," TX"
